0 92.89 -8.934718359375 2278.4629778862 {'batch_size': 32, 'epochs': 43, 'learning_rate': 0.019486241836466356, 'momentum': 0.8472517387841254, 'shuffle': False, 'weight_decay': 0.0003833332156156665}
129 88.46 -6.31196279296875 548.2395732402802 {'batch_size': 128, 'epochs': 14, 'learning_rate': 0.0010628603062566569, 'momentum': 0.08485637761245057, 'shuffle': False, 'weight_decay': 0.006564710027547239}
130 78.5 -4.38021923828125 1536.9852912425995 {'batch_size': 512, 'epochs': 47, 'learning_rate': 4.0624056552245745e-05, 'momentum': 0.8856785381273286, 'shuffle': True, 'weight_decay': 9.452143839521051e-05}
131 81.84 -5.124384033203125 4305.197493553162 {'batch_size': 8, 'epochs': 39, 'learning_rate': 4.734577053583252e-06, 'momentum': 0.5825185525513898, 'shuffle': False, 'weight_decay': 0.000578160234190244}
132 91.0 -7.42392578125 1920.9528832435608 {'batch_size': 2, 'epochs': 5, 'learning_rate': 0.00016329207565523527, 'momentum': 0.6052351279682129, 'shuffle': False, 'weight_decay': 0.0016083792922477016}
133 74.92 -9.21447587890625 7299.072969913483 {'batch_size': 2, 'epochs': 19, 'learning_rate': 0.05231764653038389, 'momentum': 0.9328350658881925, 'shuffle': False, 'weight_decay': 5.715740942334637e-05}
134 93.14 -8.9187978515625 1215.2018189430237 {'batch_size': 8, 'epochs': 11, 'learning_rate': 0.001303460027645569, 'momentum': 0.7183077773593277, 'shuffle': True, 'weight_decay': 0.0004574029783390106}
135 92.85 -11.9256404296875 2359.754728078842 {'batch_size': 32, 'epochs': 44, 'learning_rate': 0.00814069160809946, 'momentum': 0.15754199987801965, 'shuffle': True, 'weight_decay': 4.056502915075053e-06}
136 10.84 -0.012239922070503235 260.9635305404663 {'batch_size': 512, 'epochs': 8, 'learning_rate': 1.1676412283990845e-05, 'momentum': 0.15241899846790052, 'shuffle': True, 'weight_decay': 0.006808967884907762}
137 90.9 -8.0994849609375 205.9600465297699 {'batch_size': 64, 'epochs': 5, 'learning_rate': 0.002998160222564927, 'momentum': 0.6999903527093567, 'shuffle': False, 'weight_decay': 5.970607405773478e-06}
138 84.54 -5.39970712890625 1177.1212174892426 {'batch_size': 512, 'epochs': 36, 'learning_rate': 4.1700152068045273e-05, 'momentum': 0.9522384395733422, 'shuffle': True, 'weight_decay': 1.313758543795137e-06}
139 57.48 -1.1170107421875 856.6868538856506 {'batch_size': 16, 'epochs': 10, 'learning_rate': 6.312273885980697e-06, 'momentum': 0.3943608623665663, 'shuffle': False, 'weight_decay': 4.2923177663630305e-06}
140 92.38 -9.82602431640625 344.1291272640228 {'batch_size': 256, 'epochs': 10, 'learning_rate': 0.048567017553814935, 'momentum': 0.4528354577464111, 'shuffle': False, 'weight_decay': 1.0182959335740156e-06}
141 66.8 -2.6700835205078124 737.6537709236145 {'batch_size': 64, 'epochs': 18, 'learning_rate': 2.4958964664235784e-05, 'momentum': 0.49115105287273364, 'shuffle': True, 'weight_decay': 0.0007191655658272319}
142 67.22 -2.0840905029296874 1008.1440699100494 {'batch_size': 32, 'epochs': 19, 'learning_rate': 3.7363569542544786e-06, 'momentum': 0.7758190693890408, 'shuffle': True, 'weight_decay': 6.302846771081396e-06}
143 70.11 -2.3248389404296876 553.7296018600464 {'batch_size': 512, 'epochs': 17, 'learning_rate': 0.00021900322204560226, 'momentum': 0.42393801564202327, 'shuffle': True, 'weight_decay': 2.2796857575997347e-05}
144 10.32 -0.12396358413696289 781.2201907634735 {'batch_size': 128, 'epochs': 20, 'learning_rate': 1.6306951619299552e-06, 'momentum': 0.07184743265451421, 'shuffle': True, 'weight_decay': 0.000698917820897682}
145 43.1 -0.4709066711425781 424.017982006073 {'batch_size': 32, 'epochs': 8, 'learning_rate': 2.777460769349682e-06, 'momentum': 0.7948714351680952, 'shuffle': True, 'weight_decay': 0.0004064716071351407}
146 91.11 -6.95159638671875 6159.926621437073 {'batch_size': 4, 'epochs': 31, 'learning_rate': 3.155753222355339e-05, 'momentum': 0.2607028376270619, 'shuffle': False, 'weight_decay': 0.00015746887412358525}
147 85.76 -5.109394677734375 409.30778098106384 {'batch_size': 64, 'epochs': 10, 'learning_rate': 0.049119689779516265, 'momentum': 0.6716402373556518, 'shuffle': False, 'weight_decay': 0.005639548191580992}
148 92.27 -9.06622021484375 968.11448097229 {'batch_size': 8, 'epochs': 9, 'learning_rate': 0.0015984599352906975, 'momentum': 0.20992408739362, 'shuffle': False, 'weight_decay': 0.00020091652068443655}
149 84.81 -5.650827783203125 3331.5920174121857 {'batch_size': 2, 'epochs': 9, 'learning_rate': 0.005671784185137288, 'momentum': 0.7353996100878133, 'shuffle': True, 'weight_decay': 0.004356737873642177}
150 94.06 -9.63254736328125 3926.2301774024963 {'batch_size': 16, 'epochs': 47, 'learning_rate': 0.00079794646861792, 'momentum': 0.43902642830435534, 'shuffle': True, 'weight_decay': 0.0006198777987629839}
151 91.37 -9.4786291015625 309.1286087036133 {'batch_size': 256, 'epochs': 9, 'learning_rate': 0.0818269903183248, 'momentum': 0.19789054095978942, 'shuffle': False, 'weight_decay': 0.0001985994486022305}
152 14.28 -0.1347660285949707 1482.0681958198547 {'batch_size': 128, 'epochs': 38, 'learning_rate': 1.5546955842777141e-06, 'momentum': 0.32537330453214897, 'shuffle': False, 'weight_decay': 1.2140812449487164e-06}
153 10.0 -1.3623237609863282e-07 6449.786315202713 {'batch_size': 1, 'epochs': 9, 'learning_rate': 0.0008047676647090909, 'momentum': 0.9966051317474433, 'shuffle': False, 'weight_decay': 0.0016986163156612743}
154 92.13 -6.141409814453125 1069.466168165207 {'batch_size': 512, 'epochs': 33, 'learning_rate': 0.03421477142393457, 'momentum': 0.8596276118270554, 'shuffle': False, 'weight_decay': 0.0029254468970306563}
155 92.42 -8.93639658203125 1584.7716209888458 {'batch_size': 16, 'epochs': 19, 'learning_rate': 0.0005804534514288437, 'momentum': 0.2962069706665358, 'shuffle': True, 'weight_decay': 2.669971973463294e-06}
156 77.74 -4.787119775390625 4076.8901267051697 {'batch_size': 4, 'epochs': 21, 'learning_rate': 3.955130346606507e-06, 'momentum': 0.5491673535549101, 'shuffle': False, 'weight_decay': 0.0018758120306012858}
157 85.64 -5.360833544921875 755.0200231075287 {'batch_size': 256, 'epochs': 22, 'learning_rate': 0.0009320182925236202, 'momentum': 0.07344590320413125, 'shuffle': False, 'weight_decay': 0.0007347289246903208}
158 24.5 -0.15842565307617187 1372.8533067703247 {'batch_size': 256, 'epochs': 40, 'learning_rate': 3.6382812489520783e-06, 'momentum': 0.5633400734081652, 'shuffle': False, 'weight_decay': 0.0019239275544483592}
159 75.33 -3.71303251953125 311.99009585380554 {'batch_size': 128, 'epochs': 8, 'learning_rate': 0.00023194218084173426, 'momentum': 0.2824145110604416, 'shuffle': False, 'weight_decay': 0.00037047124007612823}
160 92.91 -10.20999560546875 823.7739253044128 {'batch_size': 256, 'epochs': 24, 'learning_rate': 0.010021727955815213, 'momentum': 0.6939490236831102, 'shuffle': True, 'weight_decay': 0.00018468405204362446}
161 78.31 -4.74695478515625 105.50215172767639 {'batch_size': 8, 'epochs': 1, 'learning_rate': 0.0003250179692405288, 'momentum': 0.04371410032391265, 'shuffle': False, 'weight_decay': 0.00029159294385683364}
162 90.86 -6.25048056640625 3106.1944267749786 {'batch_size': 4, 'epochs': 16, 'learning_rate': 0.006628937188420418, 'momentum': 0.1125314815693772, 'shuffle': False, 'weight_decay': 0.004322607968984769}
163 72.92 -4.610668994140625 5113.174092292786 {'batch_size': 2, 'epochs': 14, 'learning_rate': 7.604402740400826e-06, 'momentum': 0.013911353742216415, 'shuffle': False, 'weight_decay': 0.0017410263176165892}
164 36.74 -0.24806756591796875 343.21278715133667 {'batch_size': 256, 'epochs': 10, 'learning_rate': 2.737145872521475e-06, 'momentum': 0.939486353288145, 'shuffle': True, 'weight_decay': 8.795468912020805e-05}
165 25.27 -0.6068063049316407 35817.3861951828 {'batch_size': 1, 'epochs': 49, 'learning_rate': 1.730809315784855e-06, 'momentum': 0.27515186348696674, 'shuffle': False, 'weight_decay': 0.007589203050125802}
166 71.18 -2.8270361083984374 529.8778147697449 {'batch_size': 32, 'epochs': 9, 'learning_rate': 4.2786948905077066e-05, 'momentum': 0.20237459262181956, 'shuffle': True, 'weight_decay': 0.0013837885012408877}
167 79.8 -6.11821103515625 14980.002142906189 {'batch_size': 2, 'epochs': 39, 'learning_rate': 3.5509348106024272e-06, 'momentum': 0.38024786318486903, 'shuffle': False, 'weight_decay': 0.007340493628631911}
168 23.64 -0.07409996719360351 264.63306975364685 {'batch_size': 32, 'epochs': 5, 'learning_rate': 2.332776112278849e-06, 'momentum': 0.6524174089543249, 'shuffle': False, 'weight_decay': 0.0024309828150067127}
169 92.19 -9.28629609375 633.0348262786865 {'batch_size': 8, 'epochs': 6, 'learning_rate': 0.004583198344007858, 'momentum': 0.5006536027669726, 'shuffle': True, 'weight_decay': 7.980825406840701e-05}
170 46.95 -0.5202091583251953 468.19239950180054 {'batch_size': 128, 'epochs': 12, 'learning_rate': 2.252436351748491e-05, 'momentum': 0.5044380891173561, 'shuffle': True, 'weight_decay': 1.2321335586978853e-06}
171 84.97 -8.130865234375 32524.777011871338 {'batch_size': 1, 'epochs': 45, 'learning_rate': 0.0008801449824969721, 'momentum': 0.8197586296964617, 'shuffle': True, 'weight_decay': 3.809769815921444e-05}
172 28.22 -0.19922765197753906 226.9154806137085 {'batch_size': 512, 'epochs': 7, 'learning_rate': 3.967860734955907e-05, 'momentum': 0.6755086167542295, 'shuffle': True, 'weight_decay': 0.00032934868615153444}
173 72.16 -3.2702566162109377 105.8388147354126 {'batch_size': 32, 'epochs': 2, 'learning_rate': 0.0001500844753725597, 'momentum': 0.4816341071034409, 'shuffle': False, 'weight_decay': 0.00026644973863662613}
174 71.46 -2.7963848876953126 2381.628105163574 {'batch_size': 32, 'epochs': 45, 'learning_rate': 8.925715160293886e-06, 'momentum': 0.20620465490368978, 'shuffle': False, 'weight_decay': 3.6206010433483815e-05}
175 93.55 -14.553659765625 1752.8669188022614 {'batch_size': 16, 'epochs': 21, 'learning_rate': 0.0018364478759156251, 'momentum': 0.9480904685576376, 'shuffle': False, 'weight_decay': 1.1735084989317244e-06}
176 75.33 -2.043198522949219 33689.50446510315 {'batch_size': 1, 'epochs': 47, 'learning_rate': 0.004494075560580347, 'momentum': 0.6646665244301048, 'shuffle': False, 'weight_decay': 0.003342227795723516}
177 89.12 -7.29811044921875 14631.19077038765 {'batch_size': 2, 'epochs': 40, 'learning_rate': 7.302721181620535e-06, 'momentum': 0.547627040644725, 'shuffle': False, 'weight_decay': 1.3383994193049853e-05}
178 45.3 -0.7099708190917968 327.656845331192 {'batch_size': 64, 'epochs': 8, 'learning_rate': 1.5875559512063745e-05, 'momentum': 0.4756217280873787, 'shuffle': False, 'weight_decay': 0.003207951231546883}
179 70.26 -2.466627978515625 1492.501904964447 {'batch_size': 512, 'epochs': 46, 'learning_rate': 7.902379920197904e-05, 'momentum': 0.36338380564228623, 'shuffle': True, 'weight_decay': 3.0697039236982235e-05}
180 79.77 -7.017903466796875 18350.19793510437 {'batch_size': 2, 'epochs': 49, 'learning_rate': 1.5226247841259762e-06, 'momentum': 0.6113754677830942, 'shuffle': True, 'weight_decay': 0.005261053650390888}
181 71.91 -2.8289723388671875 194.921404838562 {'batch_size': 512, 'epochs': 6, 'learning_rate': 0.0007125840281163339, 'momentum': 0.40583553271085016, 'shuffle': True, 'weight_decay': 1.0883832567512088e-06}
182 89.56 -11.590128515625 194.96113538742065 {'batch_size': 512, 'epochs': 6, 'learning_rate': 0.008667492784361101, 'momentum': 0.9774029858078858, 'shuffle': False, 'weight_decay': 6.74351081212027e-05}
183 77.28 -4.097188525390625 1929.7949032783508 {'batch_size': 32, 'epochs': 36, 'learning_rate': 2.1562351936591365e-05, 'momentum': 0.1384501342352249, 'shuffle': True, 'weight_decay': 4.035188218365807e-06}
184 90.63 -7.05928076171875 2179.5700623989105 {'batch_size': 16, 'epochs': 26, 'learning_rate': 0.07269798489344978, 'momentum': 0.19695813548580876, 'shuffle': False, 'weight_decay': 0.0011972988826254708}
