0 99.27 -9.92112919921875 2316.891398191452 {'batch_size': 32, 'epochs': 43, 'learning_rate': 0.019486241836466356, 'momentum': 0.8472517387841254, 'shuffle': False, 'weight_decay': 0.0003833332156156665}
129 98.48 -7.388853515625 547.2419126033783 {'batch_size': 128, 'epochs': 14, 'learning_rate': 0.0010628603062566569, 'momentum': 0.08485637761245057, 'shuffle': False, 'weight_decay': 0.006564710027547239}
130 96.57 -5.166011181640625 1526.9419209957123 {'batch_size': 512, 'epochs': 47, 'learning_rate': 4.0624056552245745e-05, 'momentum': 0.8856785381273286, 'shuffle': True, 'weight_decay': 9.452143839521051e-05}
131 97.89 -6.47690830078125 4216.642466068268 {'batch_size': 8, 'epochs': 39, 'learning_rate': 4.734577053583252e-06, 'momentum': 0.5825185525513898, 'shuffle': False, 'weight_decay': 0.000578160234190244}
132 99.12 -9.5600501953125 1876.898736000061 {'batch_size': 2, 'epochs': 5, 'learning_rate': 0.00016329207565523527, 'momentum': 0.6052351279682129, 'shuffle': False, 'weight_decay': 0.0016083792922477016}
133 97.42 -11.1448716796875 7131.292515039444 {'batch_size': 2, 'epochs': 19, 'learning_rate': 0.05231764653038389, 'momentum': 0.9328350658881925, 'shuffle': False, 'weight_decay': 5.715740942334637e-05}
134 99.37 -10.27775361328125 1189.9303126335144 {'batch_size': 8, 'epochs': 11, 'learning_rate': 0.001303460027645569, 'momentum': 0.7183077773593277, 'shuffle': True, 'weight_decay': 0.0004574029783390106}
135 99.58 -13.4093595703125 2339.2210972309113 {'batch_size': 32, 'epochs': 44, 'learning_rate': 0.00814069160809946, 'momentum': 0.15754199987801965, 'shuffle': True, 'weight_decay': 4.056502915075053e-06}
136 8.73 0.0877281494140625 259.6730990409851 {'batch_size': 512, 'epochs': 8, 'learning_rate': 1.1676412283990845e-05, 'momentum': 0.15241899846790052, 'shuffle': True, 'weight_decay': 0.006808967884907762}
137 99.07 -9.10550517578125 204.73829817771912 {'batch_size': 64, 'epochs': 5, 'learning_rate': 0.002998160222564927, 'momentum': 0.6999903527093567, 'shuffle': False, 'weight_decay': 5.970607405773478e-06}
138 98.29 -6.36117548828125 1169.8174567222595 {'batch_size': 512, 'epochs': 36, 'learning_rate': 4.1700152068045273e-05, 'momentum': 0.9522384395733422, 'shuffle': True, 'weight_decay': 1.313758543795137e-06}
139 41.58 -0.86323818359375 840.8863141536713 {'batch_size': 16, 'epochs': 10, 'learning_rate': 6.312273885980697e-06, 'momentum': 0.3943608623665663, 'shuffle': False, 'weight_decay': 4.2923177663630305e-06}
140 99.26 -12.3820033203125 343.62316131591797 {'batch_size': 256, 'epochs': 10, 'learning_rate': 0.048567017553814935, 'momentum': 0.4528354577464111, 'shuffle': False, 'weight_decay': 1.0182959335740156e-06}
141 82.24 -2.4785000732421874 737.8640828132629 {'batch_size': 64, 'epochs': 18, 'learning_rate': 2.4958964664235784e-05, 'momentum': 0.49115105287273364, 'shuffle': True, 'weight_decay': 0.0007191655658272319}
142 64.13 -1.5571747192382812 1006.6935257911682 {'batch_size': 32, 'epochs': 19, 'learning_rate': 3.7363569542544786e-06, 'momentum': 0.7758190693890408, 'shuffle': True, 'weight_decay': 6.302846771081396e-06}
143 76.99 -1.8432117919921875 553.4199364185333 {'batch_size': 512, 'epochs': 17, 'learning_rate': 0.00021900322204560226, 'momentum': 0.42393801564202327, 'shuffle': True, 'weight_decay': 2.2796857575997347e-05}
144 9.07 0.03517847938537598 782.6033551692963 {'batch_size': 128, 'epochs': 20, 'learning_rate': 1.6306951619299552e-06, 'momentum': 0.07184743265451421, 'shuffle': True, 'weight_decay': 0.000698917820897682}
145 27.33 -0.28374808197021484 428.28011894226074 {'batch_size': 32, 'epochs': 8, 'learning_rate': 2.777460769349682e-06, 'momentum': 0.7948714351680952, 'shuffle': True, 'weight_decay': 0.0004064716071351407}
146 99.38 -8.614651171875 6237.7672255039215 {'batch_size': 4, 'epochs': 31, 'learning_rate': 3.155753222355339e-05, 'momentum': 0.2607028376270619, 'shuffle': False, 'weight_decay': 0.00015746887412358525}
147 98.33 -5.966833447265625 408.92028522491455 {'batch_size': 64, 'epochs': 10, 'learning_rate': 0.049119689779516265, 'momentum': 0.6716402373556518, 'shuffle': False, 'weight_decay': 0.005639548191580992}
148 99.41 -10.723508203125 972.7852187156677 {'batch_size': 8, 'epochs': 9, 'learning_rate': 0.0015984599352906975, 'momentum': 0.20992408739362, 'shuffle': False, 'weight_decay': 0.00020091652068443655}
149 97.33 -7.398782421875 3393.1318786144257 {'batch_size': 2, 'epochs': 9, 'learning_rate': 0.005671784185137288, 'momentum': 0.7353996100878133, 'shuffle': True, 'weight_decay': 0.004356737873642177}
150 99.58 -10.09565498046875 3951.434774875641 {'batch_size': 16, 'epochs': 47, 'learning_rate': 0.00079794646861792, 'momentum': 0.43902642830435534, 'shuffle': True, 'weight_decay': 0.0006198777987629839}
151 99.18 -10.7787083984375 309.70782923698425 {'batch_size': 256, 'epochs': 9, 'learning_rate': 0.0818269903183248, 'momentum': 0.19789054095978942, 'shuffle': False, 'weight_decay': 0.0001985994486022305}
152 20.35 -0.15362835998535157 1486.869924545288 {'batch_size': 128, 'epochs': 38, 'learning_rate': 1.5546955842777141e-06, 'momentum': 0.32537330453214897, 'shuffle': False, 'weight_decay': 1.2140812449487164e-06}
153 54.26 -3.79928857421875 6724.702037096024 {'batch_size': 1, 'epochs': 9, 'learning_rate': 0.0008047676647090909, 'momentum': 0.9966051317474433, 'shuffle': False, 'weight_decay': 0.0016986163156612743}
154 98.75 -6.6358162109375 1078.8065745830536 {'batch_size': 512, 'epochs': 33, 'learning_rate': 0.03421477142393457, 'momentum': 0.8596276118270554, 'shuffle': False, 'weight_decay': 0.0029254468970306563}
155 99.58 -9.78934267578125 1620.9846549034119 {'batch_size': 16, 'epochs': 19, 'learning_rate': 0.0005804534514288437, 'momentum': 0.2962069706665358, 'shuffle': True, 'weight_decay': 2.669971973463294e-06}
156 96.82 -5.797789892578125 4236.715021133423 {'batch_size': 4, 'epochs': 21, 'learning_rate': 3.955130346606507e-06, 'momentum': 0.5491673535549101, 'shuffle': False, 'weight_decay': 0.0018758120306012858}
157 97.0 -7.53296142578125 756.5328299999237 {'batch_size': 256, 'epochs': 22, 'learning_rate': 0.0009320182925236202, 'momentum': 0.07344590320413125, 'shuffle': False, 'weight_decay': 0.0007347289246903208}
158 22.9 -0.02666708297729492 1376.641360759735 {'batch_size': 256, 'epochs': 40, 'learning_rate': 3.6382812489520783e-06, 'momentum': 0.5633400734081652, 'shuffle': False, 'weight_decay': 0.0019239275544483592}
159 91.58 -3.144720458984375 312.9230246543884 {'batch_size': 128, 'epochs': 8, 'learning_rate': 0.00023194218084173426, 'momentum': 0.2824145110604416, 'shuffle': False, 'weight_decay': 0.00037047124007612823}
160 98.9 -12.08640361328125 825.7408075332642 {'batch_size': 256, 'epochs': 24, 'learning_rate': 0.010021727955815213, 'momentum': 0.6939490236831102, 'shuffle': True, 'weight_decay': 0.00018468405204362446}
161 96.74 -5.91157578125 109.12009572982788 {'batch_size': 8, 'epochs': 1, 'learning_rate': 0.0003250179692405288, 'momentum': 0.04371410032391265, 'shuffle': False, 'weight_decay': 0.00029159294385683364}
162 99.14 -6.57316904296875 3225.265755176544 {'batch_size': 4, 'epochs': 16, 'learning_rate': 0.006628937188420418, 'momentum': 0.1125314815693772, 'shuffle': False, 'weight_decay': 0.004322607968984769}
163 91.62 -4.51833046875 5253.603367567062 {'batch_size': 2, 'epochs': 14, 'learning_rate': 7.604402740400826e-06, 'momentum': 0.013911353742216415, 'shuffle': False, 'weight_decay': 0.0017410263176165892}
164 25.92 -0.18594864654541016 343.82806372642517 {'batch_size': 256, 'epochs': 10, 'learning_rate': 2.737145872521475e-06, 'momentum': 0.939486353288145, 'shuffle': True, 'weight_decay': 8.795468912020805e-05}
165 56.16 -0.927699658203125 36255.99735569954 {'batch_size': 1, 'epochs': 49, 'learning_rate': 1.730809315784855e-06, 'momentum': 0.27515186348696674, 'shuffle': False, 'weight_decay': 0.007589203050125802}
166 83.88 -2.585590478515625 477.59244656562805 {'batch_size': 32, 'epochs': 9, 'learning_rate': 4.2786948905077066e-05, 'momentum': 0.20237459262181956, 'shuffle': True, 'weight_decay': 0.0013837885012408877}
167 97.99 -7.828041015625 14631.032229423523 {'batch_size': 2, 'epochs': 39, 'learning_rate': 3.5509348106024272e-06, 'momentum': 0.38024786318486903, 'shuffle': False, 'weight_decay': 0.007340493628631911}
168 22.39 -0.0223335244178772 265.2845468521118 {'batch_size': 32, 'epochs': 5, 'learning_rate': 2.332776112278849e-06, 'momentum': 0.6524174089543249, 'shuffle': False, 'weight_decay': 0.0024309828150067127}
169 99.26 -11.79278828125 649.4828629493713 {'batch_size': 8, 'epochs': 6, 'learning_rate': 0.004583198344007858, 'momentum': 0.5006536027669726, 'shuffle': True, 'weight_decay': 7.980825406840701e-05}
170 37.49 -0.25899830322265627 468.82422256469727 {'batch_size': 128, 'epochs': 12, 'learning_rate': 2.252436351748491e-05, 'momentum': 0.5044380891173561, 'shuffle': True, 'weight_decay': 1.2321335586978853e-06}
171 88.98 -7.00642314453125 33184.701008081436 {'batch_size': 1, 'epochs': 45, 'learning_rate': 0.0008801449824969721, 'momentum': 0.8197586296964617, 'shuffle': True, 'weight_decay': 3.809769815921444e-05}
172 25.42 -0.1331553855895996 228.5632507801056 {'batch_size': 512, 'epochs': 7, 'learning_rate': 3.967860734955907e-05, 'momentum': 0.6755086167542295, 'shuffle': True, 'weight_decay': 0.00032934868615153444}
173 90.6 -3.4170740234375 105.75185537338257 {'batch_size': 32, 'epochs': 2, 'learning_rate': 0.0001500844753725597, 'momentum': 0.4816341071034409, 'shuffle': False, 'weight_decay': 0.00026644973863662613}
174 83.55 -2.79050869140625 2379.7742218971252 {'batch_size': 32, 'epochs': 45, 'learning_rate': 8.925715160293886e-06, 'momentum': 0.20620465490368978, 'shuffle': False, 'weight_decay': 3.6206010433483815e-05}
175 99.42 -16.98010078125 1759.6922228336334 {'batch_size': 16, 'epochs': 21, 'learning_rate': 0.0018364478759156251, 'momentum': 0.9480904685576376, 'shuffle': False, 'weight_decay': 1.1735084989317244e-06}
176 54.88 -1.5152880615234374 34575.05878472328 {'batch_size': 1, 'epochs': 47, 'learning_rate': 0.004494075560580347, 'momentum': 0.6646665244301048, 'shuffle': False, 'weight_decay': 0.003342227795723516}
177 98.9 -9.17559208984375 14936.04320526123 {'batch_size': 2, 'epochs': 40, 'learning_rate': 7.302721181620535e-06, 'momentum': 0.547627040644725, 'shuffle': False, 'weight_decay': 1.3383994193049853e-05}
178 32.69 -0.4140280944824219 327.01507902145386 {'batch_size': 64, 'epochs': 8, 'learning_rate': 1.5875559512063745e-05, 'momentum': 0.4756217280873787, 'shuffle': False, 'weight_decay': 0.003207951231546883}
179 70.99 -1.5096219604492187 1505.3651325702667 {'batch_size': 512, 'epochs': 46, 'learning_rate': 7.902379920197904e-05, 'momentum': 0.36338380564228623, 'shuffle': True, 'weight_decay': 3.0697039236982235e-05}
180 97.59 -7.85799150390625 18297.53751206398 {'batch_size': 2, 'epochs': 49, 'learning_rate': 1.5226247841259762e-06, 'momentum': 0.6113754677830942, 'shuffle': True, 'weight_decay': 0.005261053650390888}
181 74.84 -1.9911971923828125 195.64283871650696 {'batch_size': 512, 'epochs': 6, 'learning_rate': 0.0007125840281163339, 'momentum': 0.40583553271085016, 'shuffle': True, 'weight_decay': 1.0883832567512088e-06}
182 98.81 -13.59163251953125 196.09249019622803 {'batch_size': 512, 'epochs': 6, 'learning_rate': 0.008667492784361101, 'momentum': 0.9774029858078858, 'shuffle': False, 'weight_decay': 6.74351081212027e-05}
183 95.91 -4.603669384765625 1903.7949068546295 {'batch_size': 32, 'epochs': 36, 'learning_rate': 2.1562351936591365e-05, 'momentum': 0.1384501342352249, 'shuffle': True, 'weight_decay': 4.035188218365807e-06}
184 99.28 -8.6689115234375 2186.4260716438293 {'batch_size': 16, 'epochs': 26, 'learning_rate': 0.07269798489344978, 'momentum': 0.19695813548580876, 'shuffle': False, 'weight_decay': 0.0011972988826254708}
185 93.69 -10.6102662109375 29021.849460601807 {'batch_size': 1, 'epochs': 39, 'learning_rate': 0.013234326470715202, 'momentum': 0.7879723061194741, 'shuffle': False, 'weight_decay': 1.3907597894839936e-05}
186 99.21 -10.6762294921875 9839.671514987946 {'batch_size': 2, 'epochs': 26, 'learning_rate': 0.019821163306918986, 'momentum': 0.6707593440597835, 'shuffle': False, 'weight_decay': 4.456742560768058e-05}
187 95.6 -4.53459912109375 8440.207782030106 {'batch_size': 4, 'epochs': 42, 'learning_rate': 1.714567406194047e-06, 'momentum': 0.5127709858214969, 'shuffle': True, 'weight_decay': 0.001748302435670893}
188 99.47 -8.52172607421875 6221.795756578445 {'batch_size': 4, 'epochs': 31, 'learning_rate': 1.737317778573607e-05, 'momentum': 0.775666179484024, 'shuffle': True, 'weight_decay': 0.001720826079789974}
189 89.79 -11.34338974609375 14143.324453115463 {'batch_size': 1, 'epochs': 19, 'learning_rate': 0.01800403709785353, 'momentum': 0.4984350791527815, 'shuffle': False, 'weight_decay': 1.1678544082690205e-06}
190 99.56 -14.5362548828125 1765.911657333374 {'batch_size': 32, 'epochs': 33, 'learning_rate': 0.003538419482566266, 'momentum': 0.8470462828430956, 'shuffle': False, 'weight_decay': 8.186369002731228e-05}
191 99.24 -11.65857705078125 16595.872669696808 {'batch_size': 2, 'epochs': 44, 'learning_rate': 0.0006937014400313745, 'momentum': 0.3106981532068619, 'shuffle': True, 'weight_decay': 1.8009889933170904e-05}
192 99.21 -10.8133400390625 1196.7282884120941 {'batch_size': 4, 'epochs': 6, 'learning_rate': 0.0002427018345813, 'momentum': 0.9400027538236129, 'shuffle': False, 'weight_decay': 1.7144247000343985e-06}
193 99.39 -9.76532314453125 697.0457801818848 {'batch_size': 64, 'epochs': 17, 'learning_rate': 0.0009799742375880102, 'momentum': 0.7031541306876068, 'shuffle': False, 'weight_decay': 0.00012594583329130602}
194 99.29 -8.270629638671876 7892.248932123184 {'batch_size': 2, 'epochs': 21, 'learning_rate': 0.014046748833719957, 'momentum': 0.5193557109572468, 'shuffle': False, 'weight_decay': 0.0005034269449270892}
195 16.23 -0.12701277313232423 1236.4802553653717 {'batch_size': 512, 'epochs': 38, 'learning_rate': 6.224756698588447e-06, 'momentum': 0.5063248692225392, 'shuffle': True, 'weight_decay': 0.00028978648073137397}
196 11.0 0.07105654602050782 996.8167855739594 {'batch_size': 256, 'epochs': 29, 'learning_rate': 1.771873967890384e-06, 'momentum': 0.17909610281230637, 'shuffle': True, 'weight_decay': 1.1178349269352235e-05}
197 98.83 -7.969103564453125 12761.080837726593 {'batch_size': 2, 'epochs': 34, 'learning_rate': 0.003754215781790881, 'momentum': 0.7368545365985418, 'shuffle': False, 'weight_decay': 0.0008751579015474794}
198 74.37 -1.8706551635742188 1875.4688160419464 {'batch_size': 128, 'epochs': 48, 'learning_rate': 3.454815597859533e-05, 'momentum': 0.06041262883892706, 'shuffle': False, 'weight_decay': 5.9941604491909485e-05}
199 99.23 -11.792995703125 2438.5377564430237 {'batch_size': 16, 'epochs': 29, 'learning_rate': 0.0011029174900718962, 'momentum': 0.9964581343841001, 'shuffle': True, 'weight_decay': 7.167528055149433e-05}
